node_id,lat,lon,hospital_name,hospital_capacity,hospital_specialties,hospital_emergency
428049877,42.6125916,-5.5633954,,0,,False
428049881,42.6114536,-5.5587493,,0,,False
428049884,42.6117176,-5.5597909,,0,,False
428064819,42.6003022,-5.5639375,,0,,False
428064820,42.6000497,-5.565151,,0,,False
428064821,42.6009125,-5.5659659,,0,,False
428064822,42.601141,-5.5642792,,0,,False
428064823,42.6003253,-5.5628656,,0,,False
428064824,42.6012158,-5.5633512,,0,,False
428064825,42.6015213,-5.5644434,,0,,False
428064826,42.6018924,-5.5659279,,0,,False
428064828,42.6013403,-5.563792,,0,,False
428064829,42.6021906,-5.5641703,,0,,False
428064830,42.6027835,-5.5670495,,0,,False
428064831,42.6028079,-5.5660817,,0,,False
428064833,42.6029039,-5.5653107,,0,,False
428064834,42.6030235,-5.565126,,0,,False
428064837,42.6033545,-5.5642683,,0,,False
428064854,42.6017918,-5.5630714,,0,,False
428064856,42.6027224,-5.5629074,,0,,False
428064857,42.6026494,-5.5641947,,0,,False
428064858,42.6027702,-5.5618291,,0,,False
428064864,42.6021851,-5.5647438,,0,,False
428064876,42.6024007,-5.5660605,,0,,False
428064879,42.6046393,-5.5665871,,0,,False
428064880,42.6036493,-5.5672702,,0,,False
428064881,42.6036834,-5.5661359,,0,,False
428064884,42.6074708,-5.5655355,,0,,False
428064887,42.6064025,-5.5665288,,0,,False
428064891,42.6070557,-5.5638014,,0,,False
428064901,42.6050525,-5.5708849,,0,,False
428064902,42.605239,-5.5697526,,0,,False
428064903,42.6051693,-5.5688717,,0,,False
428064904,42.6049694,-5.5672295,,0,,False
428064905,42.6045904,-5.5680727,,0,,False
428064907,42.6042829,-5.5705484,,0,,False
